Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,MALE,12,1,78,-1.23,Tue,Introductory,2021,0,1,1,1,0,0,1,0
Fall,MALE,12,2.5,145,-0.884,Tue,Intermediate,2020,0,40,1,1,0,0,1,0
Fall,FEMALE,14,3.357,142,-0.331,Tue,Intermediate,2019,0,44,1,0,0,0,1,0
Fall,FEMALE,21,3.5,149,-0.5,Tue,Introductory,2020,1,30,1,1,0,0,1,0
Fall,MALE,13,2.1,93,-0.364,Tue,Intermediate,2020,0,15,1,0,0,0,1,0
Fall,MALE,13,2.615,125,-0.31,Tue,Introductory,2020,0,8,1,1,0,0,1,0
Fall,MALE,20,0,15,-1.076,Tue,Introductory,2018,1,17,0,1,0,0,1,0
Fall,MALE,10,3,104,0.228,Tue,Intermediate,2021,0,6,1,0,0,0,1,0
Fall,MALE,12,2,22,-0.04,Tue,Introductory,2018,1,2,1,1,0,0,1,0
Fall,MALE,15,2.2,131,-0.159,Tue,Introductory,2019,0,7,1,0,0,0,1,0
Fall,MALE,19,3.1,126,0.137,Tue,Graduate,2020,0,1,1,1,0,0,1,0
Fall,FEMALE,15,3.8,73,1.006,Tue,Introductory,2021,0,46,1,1,0,0,1,0
Fall,FEMALE,15,3.5,125,0.5,Tue,Introductory,2020,0,8,1,1,0,0,1,0
Fall,MALE,14,2.5,107,0.207,Tue,Graduate,2021,0,4,1,1,0,0,1,0
Fall,FEMALE,15,2.4,131,-0.571,Tue,Introductory,2021,0,10,1,1,0,0,1,0
Fall,FEMALE,13,2,134,-0.855,Tue,Introductory,2020,0,2,1,1,0,0,1,0
Fall,MALE,16,3.625,133,0.121,Tue,Introductory,2021,0,62,1,1,0,0,0,1
Fall,FEMALE,16,2.076,130,-0.588,Tue,Intermediate,2020,0,4,1,0,0,0,0,1
Fall,MALE,14,2.642,83,0.274,Tue,Introductory,2021,0,2,1,0,0,0,0,1
Fall,MALE,15,2,90,-0.447,Tue,Graduate,2020,0,14,1,1,0,0,0,1
Fall,MALE,16,3.6,123,0.03,Tue,Introductory,2020,0,59,1,0,0,0,0,1
Fall,MALE,25,4,126,0.033,Tue,Introductory,2021,0,25,1,1,0,0,0,1
Fall,FEMALE,16,3.312,122,0.122,Tue,Graduate,2019,0,26,1,1,0,0,0,1
Fall,FEMALE,15,3.571,162,0.146,Tue,Intermediate,2018,0,5,0,0,0,0,0,1
Fall,FEMALE,18,3,125,0.16,Tue,Advanced,2018,0,7,0,0,0,0,0,1
Fall,MALE,16,2.875,116.5,0.181,Tue,Introductory,2021,0,11,1,0,0,0,0,1
Fall,MALE,12,2.5,100,0.745,Tue,Introductory,2019,0,11,1,0,0,0,0,1
Fall,FEMALE,18,3.6,133,-0.16,Tue,Advanced,2020,0,36,1,0,0,0,0,1
Fall,FEMALE,19,3.5,120,0.226,Tue,Introductory,2021,0,2,1,0,0,0,0,1
Fall,MALE,17,3.4,189,0.336,Tue,Graduate,2020,0,1,1,1,0,0,0,1
Fall,MALE,16,1.923,46,-0.785,Tue,Introductory,2018,1,2,0,0,0,0,0,1
Fall,FEMALE,11,2.909,128,-0.356,Tue,Intermediate,2019,0,22,1,0,0,0,0,1
Fall,FEMALE,15,2.4,125,-0.206,Tue,Intermediate,2021,0,40,1,0,0,0,0,1
Fall,MALE,16,3.5,156,0.347,Tue,Introductory,2020,0,63,1,1,0,0,0,1
Fall,MALE,14,3,134,0.67,Tue,Introductory,2020,0,22,1,1,0,0,0,1
Fall,MALE,12,3.75,136,0.758,Tue,Advanced,2018,0,4,0,0,0,0,0,1
Fall,MALE,12,3,147,0.907,Tue,Introductory,2018,0,15,0,1,0,0,0,1
Fall,MALE,14,3.642,141,1.055,Tue,Introductory,2019,0,9,1,1,0,0,0,1
Fall,MALE,16,3.187,115,0.243,Tue,Intermediate,2021,0,1,1,0,0,0,0,1
Fall,FEMALE,17,3.294,138.5,0.284,Tue,Introductory,2021,0,30,1,0,0,0,0,1
Fall,MALE,20,2.882,143,-0.11,Tue,Introductory,2020,0,12,1,1,0,0,0,1
Fall,MALE,18,2.8,130,-0.235,Tue,Advanced,2018,0,7,0,0,0,0,0,1
Fall,MALE,16,4,107,0,Tue,Graduate,2021,0,36,1,1,0,0,0,1
Fall,MALE,12,3.75,131,0.225,Tue,Introductory,2018,0,4,0,0,0,0,0,1
Fall,MALE,16,3.062,111,0.201,Tue,Introductory,2021,0,68,1,1,0,0,0,1
Fall,MALE,14,2.2,131,-0.277,Tue,Introductory,2019,0,9,1,0,0,0,0,1
Fall,FEMALE,17,3.588,133,-0.124,Tue,Advanced,2018,0,59,0,0,0,0,0,1
Fall,MALE,14,3.142,137,0.621,Tue,Introductory,2020,0,28,1,1,0,0,0,1
Fall,MALE,19,3.25,122,0.102,Tue,Intermediate,2019,0,24,1,0,0,0,0,1
Fall,FEMALE,17,3.588,133,-0.124,Tue,Introductory,2018,0,59,0,1,0,0,0,1
Fall,FEMALE,18,3.8,122,0.128,Tue,Introductory,2020,0,30,1,1,0,0,0,1
Fall,FEMALE,10,2.5,150,-1.108,Wed,Introductory,2020,0,26,1,1,0,0,0,0
Fall,MALE,12,2.5,133,-0.136,Wed,Intermediate,2018,0,7,0,0,0,0,0,0
Fall,MALE,18,4,130,0.115,Wed,Introductory,2020,0,24,1,1,0,0,0,0
Fall,MALE,25,4,126,0.033,Wed,Introductory,2021,0,25,1,1,0,0,0,0
Fall,MALE,16,3.5,156,0.347,Wed,Introductory,2020,0,63,1,1,0,0,0,0
Fall,FEMALE,21,2.687,145,-1.087,Wed,Introductory,2021,0,22,1,1,0,0,0,0
Fall,FEMALE,13,3.153,116,-0.292,Wed,Introductory,2021,0,3,1,0,0,0,0,0
Fall,MALE,12,1.5,126,-0.98,Wed,Intermediate,2020,0,1,1,0,0,0,0,0
Fall,MALE,16,3.625,133,0.121,Wed,Introductory,2021,0,62,1,0,0,0,0,0
Fall,MALE,19,3.6,114,0.575,Wed,Introductory,2021,0,32,1,0,0,0,0,0
Fall,MALE,18,3.47,114,-0.215,Wed,Introductory,2021,0,67,1,1,0,0,0,0
Fall,FEMALE,21,2.687,145,-1.087,Wed,Introductory,2021,0,22,1,1,0,0,1,0
Fall,MALE,16,3.5,86,0.756,Wed,Introductory,2021,0,80,1,0,0,0,1,0
Fall,MALE,10,2.714,122,-1.286,Wed,Intermediate,2019,0,7,1,0,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Wed,Intermediate,2021,0,110,1,1,0,0,1,0
Fall,MALE,14,1,106,-1.852,Wed,Intermediate,2021,0,33,1,0,0,0,1,0
Fall,MALE,14,2.615,25,-0.072,Wed,Introductory,2018,1,12,0,1,0,0,1,0
Fall,FEMALE,14,4,154,0,Wed,Advanced,2021,0,13,1,0,0,0,1,0
Fall,FEMALE,19,2.769,124,-0.427,Wed,Graduate,2020,0,16,1,1,0,0,1,0
Fall,FEMALE,21,2.333,49,0.467,Wed,Graduate,2019,1,63,1,1,0,0,1,0
Fall,MALE,13,1.5,78,-0.201,Wed,Graduate,2018,0,36,0,1,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Wed,Introductory,2021,0,110,1,0,0,0,1,0
Fall,FEMALE,19,4,113,0,Wed,Introductory,2021,0,71,1,0,0,0,1,0
Fall,MALE,9,4,121,0.059,Wed,Introductory,2021,0,15,1,1,0,0,1,0
Fall,MALE,15,3.333,110,-0.229,Wed,Introductory,2021,0,39,1,1,0,0,1,0
Fall,MALE,15,2.333,125,0.189,Wed,Advanced,2018,0,11,0,0,0,0,1,0
Fall,MALE,16,3.5,86,0.756,Wed,Introductory,2021,0,80,1,0,0,0,1,0
Fall,FEMALE,16,1.437,77,-1.356,Wed,Advanced,2018,0,20,0,0,0,0,1,0
Fall,FEMALE,17,3,53,1.044,Wed,Intermediate,2018,1,10,1,0,0,0,1,0
Fall,MALE,6,4,133,1.056,Wed,Intermediate,2018,0,4,0,1,0,0,1,0
Fall,MALE,15,2.6,124,-0.306,Wed,Introductory,2020,0,15,1,1,0,0,1,0
Fall,MALE,18,3.47,114,-0.215,Wed,Introductory,2021,0,67,1,0,0,0,1,0
Fall,FEMALE,12,4,145,0.455,Wed,Intermediate,2020,0,12,1,0,0,0,1,0
Fall,MALE,16,2.875,124,-0.091,Wed,Intermediate,2020,0,9,1,0,0,0,1,0
Fall,FEMALE,14,3.357,142,-0.331,Wed,Intermediate,2019,0,44,1,0,0,0,1,0
Fall,FEMALE,15,4,135,0.028,Wed,Intermediate,2019,0,7,1,0,0,0,1,0
Fall,FEMALE,18,3.666,133,0.782,Wed,Intermediate,2018,0,24,0,0,0,0,1,0
Fall,FEMALE,15,3.2,122,0.044,Wed,Intermediate,2018,0,13,0,0,0,0,1,0
Fall,FEMALE,15,2.6,149,-0.451,Wed,Intermediate,2020,0,3,1,0,0,0,1,0
Fall,FEMALE,19,3.25,133,0.371,Wed,Intermediate,2018,0,59,0,0,0,0,1,0
Fall,MALE,14,1.6,107,-1.162,Wed,Introductory,2021,0,46,1,0,0,0,1,0
Fall,MALE,18,1.8,44,-0.621,Wed,Introductory,2018,1,16,0,1,0,0,1,0
Fall,FEMALE,14,2.571,139,0.041,Wed,Advanced,2018,0,22,0,0,0,0,1,0
Fall,MALE,14,3.071,116,0.448,Wed,Introductory,2021,0,8,1,1,0,0,1,0
Fall,FEMALE,15,2.666,160,-0.369,Wed,Advanced,2020,0,25,1,0,0,0,1,0
Fall,FEMALE,12,3.5,167,0.185,Wed,Intermediate,2020,0,1,1,0,0,0,1,0
Fall,FEMALE,16,3.7,122,-0.3,Wed,Intermediate,2021,0,21,1,0,0,0,1,0
Fall,MALE,14,3,134,0.67,Wed,Introductory,2020,0,22,1,1,0,0,1,0
Fall,MALE,15,3.111,110,0.606,Wed,Introductory,2021,0,53,1,1,0,0,1,0
Fall,FEMALE,15,2.5,71,-0.25,Wed,Intermediate,2018,1,8,1,0,0,0,1,0
Fall,FEMALE,17,4,169,0.267,Wed,Introductory,2018,0,6,0,1,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Wed,Introductory,2021,0,110,1,0,0,0,1,0
Fall,FEMALE,11,2.545,133,-0.31,Wed,Intermediate,2019,0,34,1,0,0,0,1,0
Fall,MALE,17,3.47,123,-0.012,Wed,Advanced,2018,0,7,0,0,0,0,1,0
Fall,MALE,12,1.75,134,-0.436,Wed,Advanced,2018,0,5,0,0,0,0,1,0
Fall,FEMALE,15,3.4,135,-0.37,Wed,Intermediate,2018,0,11,0,0,0,0,1,0
Fall,MALE,13,3.7,102,0.356,Wed,Intermediate,2021,0,10,1,0,0,0,1,0
Fall,FEMALE,11,3,131,-0.505,Wed,Advanced,2018,0,26,0,0,0,0,1,0
Fall,FEMALE,15,3.25,140,-0.166,Wed,Advanced,2018,0,5,0,0,0,0,1,0
Fall,FEMALE,13,2,71,0.062,Wed,Intermediate,2018,1,5,1,0,0,0,1,0
Fall,MALE,15,2.933,146,-0.082,Wed,Introductory,2019,0,93,1,1,0,0,1,0
Fall,FEMALE,23,2.882,143,-0.529,Wed,Advanced,2020,0,12,1,0,0,0,1,0
Fall,MALE,12,3.25,126,0.129,Wed,Intermediate,2020,0,6,1,0,0,0,1,0
Fall,MALE,13,4,123,0.115,Wed,Advanced,2019,0,9,1,0,0,0,1,0
Fall,FEMALE,15,3.3,128,-0.288,Wed,Introductory,2021,0,34,1,1,0,0,1,0
Fall,MALE,16,3.625,133,0.121,Wed,Introductory,2021,0,62,1,1,0,0,1,0
Fall,MALE,16,2.23,115,-0.706,Wed,Introductory,2021,0,2,1,0,0,0,1,0
Fall,MALE,16,3.812,122,0.132,Wed,Intermediate,2019,0,32,1,0,0,0,1,0
Fall,MALE,20,2.882,143,-0.11,Wed,Introductory,2020,0,12,1,1,0,0,1,0
Fall,FEMALE,22,1.692,118,-0.86,Wed,Intermediate,2020,0,1,1,0,0,0,0,1
Fall,FEMALE,17,4,126,0.424,Wed,Intermediate,2020,0,11,1,0,0,0,0,1
Fall,FEMALE,22,3.4,138,0.369,Wed,Intermediate,2020,0,18,1,0,0,0,0,1
Fall,FEMALE,17,3.357,136,-0.151,Wed,Intermediate,2020,0,7,1,0,0,0,0,1
Fall,FEMALE,21,2.8,137,-0.243,Wed,Introductory,2020,0,13,1,1,0,0,0,1
Fall,FEMALE,15,3.8,136,0.14,Wed,Intermediate,2020,0,7,1,0,0,0,0,1
Fall,MALE,15,4,120,0.197,Wed,Intermediate,2021,0,8,1,0,0,0,0,1
Fall,FEMALE,15,3.2,0,0.332,Wed,Advanced,2018,0,1,1,0,0,0,0,1
Fall,FEMALE,17,3.588,133,-0.124,Wed,Introductory,2018,0,59,0,1,0,0,0,1
Fall,MALE,18,2.8,95,0.423,Wed,Intermediate,2020,0,1,1,0,0,0,0,1
Fall,FEMALE,12,3,124,0.543,Wed,Intermediate,2019,0,6,1,0,0,0,0,1
Fall,FEMALE,13,3.153,116,-0.292,Wed,Graduate,2021,0,3,1,1,0,0,0,1
Fall,FEMALE,13,3.307,133,0.284,Wed,Intermediate,2020,0,11,1,0,0,0,0,1
Fall,FEMALE,17,4,130,0.212,Wed,Advanced,2020,0,15,1,0,0,0,0,1
Fall,MALE,19,3.062,132,-0.138,Wed,Intermediate,2018,0,20,0,0,0,0,0,1
Fall,FEMALE,19,3.25,133,0.371,Wed,Intermediate,2018,0,59,0,0,0,0,0,1
Fall,FEMALE,15,2.8,125,-0.138,Wed,Introductory,2020,0,3,1,1,0,0,0,1
Fall,FEMALE,17,3.294,138.5,0.284,Wed,Introductory,2021,0,30,1,0,0,0,0,1
Fall,FEMALE,12,3.75,125.36,0.644,Wed,Introductory,2018,0,55,0,1,0,0,0,1
Fall,MALE,16,3.6,123,0.03,Wed,Introductory,2020,0,59,1,0,0,0,0,1
Fall,FEMALE,16,3.8,132,0.533,Wed,Advanced,2020,0,11,1,0,0,0,0,1
Fall,FEMALE,14,3.25,122,-0.221,Wed,Introductory,2019,0,16,1,1,0,0,0,1
Fall,MALE,16,3.666,88,0.74,Wed,Intermediate,2021,0,17,1,0,0,0,0,1
Fall,FEMALE,13,2.307,119,-0.624,Wed,Introductory,2021,0,36,1,1,0,0,0,1
Fall,FEMALE,4,2,134,-0.652,Wed,Advanced,2018,0,5,0,0,0,0,0,1
Fall,FEMALE,16,4,124,0.463,Wed,Advanced,2020,0,8,1,0,0,0,0,1
Fall,FEMALE,14,4,123,0.197,Wed,Advanced,2020,0,5,1,0,0,0,0,1
Fall,FEMALE,16,3.769,31,-0.073,Wed,Introductory,2018,1,25,1,0,0,0,0,1
Fall,MALE,12,3.5,141,0.899,Wed,Introductory,2018,0,19,0,1,0,0,0,1
Fall,FEMALE,15,2.666,160,-0.369,Wed,Introductory,2020,0,25,1,0,0,0,0,1
Fall,MALE,19,3.437,122,0.009,Wed,Intermediate,2020,0,17,1,0,0,0,0,1
Fall,FEMALE,15,2.4,125,-0.206,Wed,Introductory,2021,0,40,1,0,0,0,0,1
Fall,MALE,14,2.538,83,0.704,Wed,Intermediate,2021,0,19,1,0,0,0,0,1
Fall,FEMALE,13,3,163,-0.297,Wed,Intermediate,2020,0,9,1,0,0,0,0,1
Fall,FEMALE,19,3.437,151,-0.063,Wed,Intermediate,2021,0,9,1,0,0,0,0,1
Fall,FEMALE,16,2.875,125,0.222,Wed,Intermediate,2020,0,36,1,0,0,0,0,1
Fall,FEMALE,20,3.823,117,0.542,Wed,Intermediate,2018,0,13,0,0,0,0,0,1
Fall,FEMALE,6,4,131,1.028,Wed,Advanced,2018,0,2,0,0,0,0,0,1
Fall,FEMALE,15,2.909,130,0.049,Wed,Intermediate,2020,0,8,1,0,0,0,0,1
Fall,FEMALE,12,3.583,122,0.218,Wed,Introductory,2020,0,8,1,1,0,0,0,1
Fall,FEMALE,15,4,31,0.292,Wed,Introductory,2018,1,2,1,1,0,0,0,1
Fall,MALE,16,3.8,122,0.78,Wed,Intermediate,2019,0,60,1,0,0,0,0,1
Fall,FEMALE,17,2.714,41,-0.244,Wed,Introductory,2021,1,2,1,1,0,0,0,1
Fall,MALE,16,3.625,124,0.304,Thu,Introductory,2020,0,87,1,0,0,0,0,0
Fall,MALE,18,3.2,156,0.238,Thu,Intermediate,2019,0,33,1,1,0,0,0,0
Fall,MALE,16,3.625,133,0.121,Thu,Introductory,2021,0,62,1,1,0,0,0,0
Fall,MALE,16,3.8,122,0.78,Thu,Advanced,2019,0,60,1,0,0,0,0,0
Fall,MALE,16,3.5,156,0.347,Thu,Introductory,2020,0,63,1,1,0,0,0,0
Fall,MALE,16,3.062,111,0.201,Thu,Introductory,2021,0,68,1,1,0,0,0,0
Fall,FEMALE,15,3.3,128,-0.288,Thu,Introductory,2021,0,34,1,1,0,0,0,0
Fall,MALE,16,3.812,122,0.132,Thu,Intermediate,2019,0,32,1,0,0,0,0,0
Fall,MALE,19,3.625,123,0.022,Thu,Intermediate,2020,0,17,1,0,0,0,0,0
Fall,MALE,17,3.571,114,-0.165,Thu,Intermediate,2021,0,25,1,0,0,0,0,0
Fall,MALE,19,3.6,114,0.575,Thu,Graduate,2021,0,32,1,1,0,0,0,0
Fall,FEMALE,19,4,113,0,Thu,Graduate,2021,0,71,1,1,0,0,0,0
Fall,FEMALE,18,3.5,129,0.48,Thu,Introductory,2018,0,18,0,1,0,0,0,0
Fall,FEMALE,19,3.625,122,-0.375,Thu,Intermediate,2021,0,23,1,0,0,0,1,0
Fall,FEMALE,19,3.25,123,0.592,Thu,Intermediate,2020,0,11,1,0,0,0,1,0
Fall,MALE,14,3.6,135,0.719,Thu,Intermediate,2019,0,12,1,0,0,0,1,0
Fall,MALE,19,3.625,123,0.022,Thu,Intermediate,2020,0,17,1,0,0,0,1,0
Fall,FEMALE,16,4,127,0,Thu,Intermediate,2021,0,29,1,0,0,0,1,0
Fall,FEMALE,13,3.333,138,0.576,Thu,Introductory,2020,0,12,1,1,0,0,1,0
Fall,MALE,17,3.142,131,-0.108,Thu,Advanced,2019,0,34,1,0,0,0,1,0
Fall,FEMALE,19,3.85,141,0.203,Thu,Advanced,2018,0,4,0,0,0,0,1,0
Fall,MALE,16,3.625,124,0.304,Thu,Advanced,2020,0,87,1,0,0,0,1,0
Fall,MALE,15,4,123,0.031,Thu,Intermediate,2021,0,1,1,0,0,0,1,0
Fall,FEMALE,18,4,131,0,Thu,Advanced,2018,0,4,0,0,0,0,1,0
Fall,FEMALE,18,3.5,129,0.48,Thu,Introductory,2018,0,18,0,1,0,0,1,0
Fall,FEMALE,21,3.25,150,0.216,Thu,Intermediate,2020,0,1,1,1,0,0,1,0
Fall,FEMALE,24,3.833,122,0.151,Thu,Intermediate,2019,0,1,1,1,0,0,1,0
Fall,FEMALE,16,4,125,0.124,Thu,Introductory,2020,0,12,1,1,0,0,1,0
Fall,FEMALE,15,2.4,125,-0.206,Thu,Introductory,2021,0,40,1,0,0,0,1,0
Fall,FEMALE,16,3.7,122,-0.3,Thu,Intermediate,2021,0,21,1,0,0,0,1,0
Fall,FEMALE,15,3.3,128,-0.288,Thu,Introductory,2021,0,34,1,1,0,0,1,0
Fall,FEMALE,6,2.5,136,-0.31,Thu,Intermediate,2020,0,7,1,0,0,0,1,0
Fall,FEMALE,14,3.357,142,-0.331,Thu,Intermediate,2019,0,44,1,0,0,0,1,0
Fall,MALE,16,3.625,40,0.013,Thu,Introductory,2018,1,34,1,0,0,0,1,0
Fall,FEMALE,15,4,141,0.17,Thu,Introductory,2020,0,1,1,1,0,0,1,0
Fall,MALE,20,2.882,143,-0.11,Thu,Introductory,2020,0,12,1,1,0,0,1,0
Fall,FEMALE,16,1.846,22,-0.11,Thu,Graduate,2018,1,1,1,1,0,0,1,0
Fall,MALE,14,2.2,131,-0.277,Thu,Introductory,2019,0,9,1,0,0,0,1,0
Fall,FEMALE,17,1.214,19,0.094,Thu,Graduate,2018,1,1,1,1,0,0,1,0
Fall,FEMALE,17,3.785,150,0.208,Thu,Introductory,2020,0,12,1,1,0,0,1,0
Fall,FEMALE,13,2.307,119,-0.624,Thu,Introductory,2021,0,36,1,1,0,0,1,0
Fall,MALE,16,3.538,125,-0.462,Thu,Intermediate,2021,0,20,1,0,0,0,1,0
Fall,MALE,18,3.25,147,0.272,Thu,Intermediate,2019,0,10,1,0,0,0,1,0
Fall,MALE,15,3.2,30,-0.133,Thu,Introductory,2018,1,55,0,0,0,0,1,0
Fall,MALE,16,1.714,71,-0.707,Thu,Graduate,2021,0,6,1,1,0,0,1,0
Fall,MALE,17,4,55,1.455,Thu,Graduate,2021,0,6,1,1,0,0,1,0
Fall,MALE,15,3.333,110,-0.229,Thu,Introductory,2021,0,39,1,1,0,0,1,0
Fall,FEMALE,18,4,122,0.063,Thu,Introductory,2021,0,14,1,1,0,0,1,0
Fall,MALE,12,2.75,155,0.57,Thu,Introductory,2020,0,38,1,1,0,0,1,0
Fall,FEMALE,19,3.25,123,0.592,Thu,Intermediate,2020,0,11,1,0,0,0,1,0
Fall,MALE,16,2.875,116.5,0.181,Thu,Introductory,2021,0,11,1,0,0,0,1,0
Fall,FEMALE,12,2.25,161,-0.458,Thu,Introductory,2019,0,39,1,1,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Thu,Introductory,2021,0,110,1,0,0,0,1,0
Fall,MALE,18,3.2,55,0.891,Thu,Introductory,2020,1,25,1,1,0,0,1,0
Fall,MALE,16,3.062,132,-0.058,Thu,Intermediate,2018,0,2,0,0,0,0,1,0
Fall,MALE,14,2.125,87,-0.561,Thu,Introductory,2021,0,31,1,0,0,0,1,0
Fall,FEMALE,21,3.5,149,-0.5,Thu,Introductory,2020,1,30,1,1,0,0,1,0
Fall,FEMALE,16,1.437,77,-1.356,Thu,Intermediate,2018,0,20,0,0,0,0,1,0
Fall,MALE,16,3.769,97,0.82,Thu,Introductory,2021,0,8,1,1,0,0,1,0
Fall,MALE,12,3.5,141,0.899,Thu,Introductory,2018,0,19,0,1,0,0,1,0
Fall,MALE,17,2.916,135,0.154,Thu,Intermediate,2020,0,2,1,0,0,0,1,0
Fall,FEMALE,20,3.062,146,-0.378,Thu,Introductory,2021,0,1,1,1,0,0,1,0
Fall,MALE,13,1.5,78,-0.201,Thu,Graduate,2018,0,36,0,1,0,0,1,0
Fall,MALE,13,1.923,134,-0.733,Thu,Intermediate,2018,0,18,0,0,0,0,0,1
Fall,MALE,13,1.923,134,-0.733,Thu,Intermediate,2018,0,18,0,0,0,0,0,1
Fall,MALE,17,2.5,72,-0.018,Thu,Introductory,2021,0,8,1,0,0,0,0,1
Fall,MALE,19,4,127,0.184,Thu,Advanced,2018,0,2,0,0,0,0,0,1
Fall,FEMALE,18,4,125.69,0.108,Thu,Advanced,2018,0,2,0,0,1,0,0,1
Fall,FEMALE,12,3.75,29,-0.25,Thu,Advanced,2021,0,12,1,0,0,0,0,1
Fall,MALE,16,3.25,111,-0.107,Thu,Introductory,2021,0,2,1,0,0,0,0,1
Fall,FEMALE,14,2.875,125,-0.297,Thu,Introductory,2018,0,19,0,0,0,0,0,1
Fall,FEMALE,14,2.571,139,0.041,Thu,Advanced,2018,0,22,0,0,0,0,0,1
Fall,FEMALE,13,2.307,127,-0.541,Thu,Advanced,2018,0,2,0,0,0,0,0,1
Fall,MALE,18,3.555,129,-0.006,Thu,Intermediate,2019,0,9,1,1,0,0,0,1
Fall,FEMALE,21,3.5,129,-0.404,Thu,Introductory,2021,0,8,1,1,0,0,0,1
Fall,FEMALE,16,1.437,77,-1.356,Thu,Advanced,2018,0,20,0,0,0,0,0,1
Fall,FEMALE,14,3.25,122,-0.221,Thu,Introductory,2019,0,16,1,1,0,0,0,1
Fall,MALE,13,1.923,134,-0.733,Thu,Advanced,2018,0,18,0,0,0,0,0,1
Fall,FEMALE,15,4,30,0,Thu,Advanced,2021,0,16,1,0,0,0,0,1
Fall,FEMALE,18,4,122,0.063,Thu,Introductory,2021,0,14,1,1,0,0,0,1
Fall,FEMALE,13,2.615,25,0.135,Thu,Introductory,2018,1,10,0,0,0,0,0,1
Fall,MALE,21,3.8,122,0.261,Thu,Introductory,2020,0,1,1,1,0,0,0,1
Fall,FEMALE,20,4,148,0.048,Thu,Introductory,2021,0,6,1,0,0,0,0,1
Fall,FEMALE,18,4,125.69,0.108,Thu,Advanced,2018,0,2,0,0,1,0,0,1
Fall,MALE,18,1.8,44,-0.621,Thu,Introductory,2018,1,16,0,1,0,0,0,1
Fall,MALE,16,3.5,156,0.347,Thu,Introductory,2020,0,63,1,1,0,0,0,1
Fall,FEMALE,17,4,114,0.5,Thu,Introductory,2021,0,1,1,1,0,0,0,1
Fall,MALE,15,2,130,-0.234,Thu,Intermediate,2019,0,1,1,1,0,0,0,1
Fall,MALE,20,3,130,0.169,Thu,Introductory,2021,0,14,1,1,0,0,0,1
Fall,MALE,16,3.062,111,0.201,Thu,Introductory,2021,0,68,1,1,0,0,0,1
Fall,FEMALE,16,2.875,111,-0.258,Thu,Intermediate,2021,0,12,1,0,0,0,0,1
Fall,MALE,14,3.363,126,-0.201,Thu,Advanced,2018,0,15,0,0,0,0,0,1
Fall,FEMALE,15,3.3,128,-0.288,Thu,Introductory,2021,0,34,1,1,0,0,0,1
Fall,FEMALE,14,1.666,96,-0.154,Thu,Graduate,2018,0,11,1,1,0,0,0,1
Fall,MALE,14,1.666,110,-0.842,Thu,Intermediate,2018,0,9,1,1,0,0,0,1
Fall,FEMALE,12,3.5,28,0.332,Thu,Advanced,2018,0,19,0,1,0,0,0,1
Fall,FEMALE,10,2.5,150,-1.108,Fri,Introductory,2020,0,26,1,1,0,0,0,0
Fall,MALE,18,3.2,156,0.238,Fri,Intermediate,2019,0,33,1,1,0,0,0,0
Fall,FEMALE,15,4,151,0.771,Fri,Introductory,2018,0,2,0,1,0,0,0,0
Fall,FEMALE,14,3.142,137,-0.362,Fri,Intermediate,2020,0,4,1,1,0,0,0,0
Fall,MALE,18,4,130,0.115,Fri,Introductory,2020,0,24,1,1,0,0,0,0
Fall,MALE,23,3.6,123,-0.027,Fri,Introductory,2020,0,1,1,1,0,0,0,0
Fall,MALE,17,1.272,123,-0.842,Fri,Intermediate,2019,0,36,1,0,0,0,0,0
Fall,FEMALE,11,3.5,133,0.528,Fri,Intermediate,2019,0,19,1,0,0,0,0,0
Fall,MALE,13,2.384,124,-0.731,Fri,Intermediate,2020,0,12,1,0,0,0,0,0
Fall,FEMALE,18,3.5,129,0.48,Fri,Introductory,2018,0,18,0,1,0,0,0,0
Fall,MALE,15,1.8,126,-0.345,Fri,Introductory,2019,0,3,1,1,0,0,0,0
Fall,MALE,15,3.2,130,0.054,Fri,Introductory,2019,0,7,1,1,0,0,0,0
Fall,MALE,15,1.5,28,-0.555,Fri,Graduate,2018,1,25,0,1,0,0,0,0
Fall,FEMALE,15,3.3,128,-0.288,Fri,Introductory,2021,0,34,1,1,0,0,0,0
Fall,MALE,16,3.263,30,-0.737,Fri,Advanced,2020,0,11,1,0,0,0,0,0
Fall,MALE,16,3.062,111,0.201,Fri,Introductory,2021,0,68,1,1,0,0,0,0
Fall,MALE,13,2.307,140,-0.453,Fri,Advanced,2019,0,10,1,0,0,0,0,0
Fall,MALE,17,3.571,113,0.064,Fri,Intermediate,2021,0,10,1,0,0,0,0,0
Fall,MALE,13,1.5,78,-0.201,Fri,Graduate,2018,0,36,0,1,0,0,0,0
Fall,MALE,16,4,107,0,Fri,Graduate,2021,0,36,1,1,0,0,1,0
Fall,FEMALE,16,3.312,122,0.122,Fri,Graduate,2019,0,26,1,1,0,0,1,0
Fall,FEMALE,12,2.25,161,-0.458,Fri,Introductory,2019,0,39,1,1,0,0,1,0
