Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Fall 2017,8,FEMALE,4,2,134,-0.652,Wed,Oct,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,16,4,124,0.463,Wed,Oct,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,14,4,123,0.197,Wed,Oct,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,9,3.333,125,-0.011,Wed,Oct,18,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,3,3,136,0.116,Wed,Oct,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,16,4,125,0.124,Wed,Oct,18,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,3,118,-0.642,Wed,Oct,19,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,14,2.615,25,-0.072,Wed,Oct,19,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,15,3.5,125,0.5,Wed,Oct,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,16,3,80,0.329,Wed,Oct,19,Introductory,Junior,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,10,3,22,0.389,Wed,Oct,19,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,8,MALE,17,2.529,85,-0.127,Wed,Oct,19,Introductory,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.625,133,0.121,Wed,Oct,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,2.538,83,0.704,Wed,Oct,19,Intermediate,Junior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,4,125,0.124,Wed,Oct,20,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,9,2.666,98,0.041,Wed,Oct,20,Introductory,Senior,2018,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.8,122,0.78,Wed,Oct,20,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,17,2.411,151,-0.318,Wed,Oct,20,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.062,133,-0.438,Wed,Oct,20,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.625,124,0.304,Thu,Oct,8,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,11,3.076,131,0.121,Thu,Oct,8,Advanced,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,MALE,15,3.111,110,0.606,Thu,Oct,8,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3.5,156,0.347,Thu,Oct,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3.625,108,0.11,Thu,Oct,9,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.062,133,-0.438,Thu,Oct,9,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.8,122,0.78,Thu,Oct,9,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,14,3,97,0.18,Thu,Oct,10,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,17,3.571,114,-0.165,Thu,Oct,10,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,19,4,113,0,Thu,Oct,10,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,13,2.1,93,-0.364,Thu,Oct,10,Intermediate,Senior,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,17,3.083,124,-0.561,Thu,Oct,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,13,2.769,25,0.179,Thu,Oct,10,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Fall 2017,8,MALE,12,2.615,108,-0.062,Thu,Oct,10,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,2.818,144,-0.59,Thu,Oct,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,14,2.2,131,-0.277,Thu,Oct,11,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,2.062,122,-0.318,Thu,Oct,11,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,12,1.166,43,-1.094,Thu,Oct,11,Introductory,Sophomore,2018,1,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,12,3.25,134,-0.221,Thu,Oct,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,19,3.25,122,0.554,Thu,Oct,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,15,4,116,0.227,Thu,Oct,11,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,3.285,104,0.785,Thu,Oct,12,Introductory,Senior,2018,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,3.8,128,0.128,Thu,Oct,12,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,3.066,97,-0.226,Thu,Oct,12,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,20,0,15,-1.076,Thu,Oct,12,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,14,2.928,141,-0.24,Thu,Oct,12,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.625,124,0.304,Thu,Oct,12,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,18,3.307,71,0.175,Thu,Oct,13,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,12,4,132,0.466,Thu,Oct,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,2.6,92,-0.14,Thu,Oct,13,Introductory,Senior,2018,1,FALSE,TRUE,FALSE
Fall 2017,8,MALE,18,3.2,55,0.891,Thu,Oct,13,Intermediate,Sophomore,2020,1,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3,121,0.22,Thu,Oct,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,4,0,60,-2.051,Thu,Oct,13,Introductory,Junior,2018,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,12,2.25,161,-0.458,Thu,Oct,13,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,18,3.666,133,0.782,Thu,Oct,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,20,3.058,129,-0.017,Thu,Oct,13,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,MALE,18,3.166,133,0.072,Thu,Oct,14,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,MALE,16,2.875,103,0.131,Thu,Oct,14,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.076,119,0.245,Thu,Oct,14,Introductory,Senior,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,17,3.411,122,0.027,Thu,Oct,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,1.5,28,-0.555,Thu,Oct,14,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,17,2.928,122,-0.306,Thu,Oct,14,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,19,3.25,122,0.102,Thu,Oct,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,4,130,0.464,Thu,Oct,14,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,MALE,20,2.882,143,-0.11,Thu,Oct,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,3.066,121,-0.123,Thu,Oct,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3.769,97,0.82,Thu,Oct,14,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,14,2.615,25,-0.072,Thu,Oct,14,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,8,MALE,13,3.076,129,0.037,Thu,Oct,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,3.3,128,-0.288,Thu,Oct,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,4,107,0.263,Thu,Oct,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,12,2.5,145,-0.884,Thu,Oct,15,Intermediate,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,12,2.75,155,0.57,Thu,Oct,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,13,3.23,150,-0.509,Thu,Oct,15,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,2.4,131,-0.571,Thu,Oct,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,2.5,122,-0.415,Thu,Oct,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,15,2.933,146,-0.082,Thu,Oct,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,24,3.166,119,-0.122,Thu,Oct,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,12,2.25,161,-0.458,Thu,Oct,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,21,3.5,149,-0.5,Thu,Oct,15,Introductory,Extended,2020,1,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,20,4,123,0.112,Thu,Oct,15,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,13,2.692,133,-0.347,Thu,Oct,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,19,4,113,0,Thu,Oct,15,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,19,3.25,123,0.592,Thu,Oct,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,2.125,87,-0.561,Thu,Oct,15,Introductory,Junior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,18,2.833,122,0.261,Thu,Oct,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,3.7,122,-0.3,Thu,Oct,16,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,15,4,131,0,Thu,Oct,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,16,3.062,124,0.298,Thu,Oct,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,2,120,-0.897,Thu,Oct,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,14,3.727,122,0.002,Thu,Oct,16,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,14,3.727,122,0.002,Thu,Oct,16,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,MALE,16,3.8,137,0.413,Thu,Oct,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,MALE,14,1.642,75,-0.908,Thu,Oct,16,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,8,MALE,19,3.769,123,0.069,Thu,Oct,16,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,9,3,142,0.881,Thu,Oct,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,13,2,120,-0.734,Thu,Oct,16,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,3.588,146,0.027,Thu,Oct,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,14,2.666,99,0.503,Thu,Oct,16,Intermediate,Senior,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,17,3.411,122,-0.238,Thu,Oct,17,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,10,3,22,0.389,Thu,Oct,17,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,16,3,80,0.329,Thu,Oct,17,Introductory,Junior,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,2.818,144,-0.59,Thu,Oct,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,17,2.928,126,-0.207,Thu,Oct,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,18,3.6,133,0.077,Thu,Oct,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,MALE,19,3.842,159,0.106,Thu,Oct,17,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,2,126,-0.269,Thu,Oct,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,13,3.769,147,0.189,Thu,Oct,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,16,2.923,123,-0.635,Thu,Oct,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,3,129,0.103,Thu,Oct,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,20,3.333,157,-0.257,Thu,Oct,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3,121,0.22,Thu,Oct,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,14,2.928,141,-0.24,Thu,Oct,18,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,13,3.333,138,0.576,Thu,Oct,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,2.812,105,-0.288,Thu,Oct,19,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,16,3.076,108,-0.234,Thu,Oct,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,17,3.411,122,0.027,Thu,Oct,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,16,2.875,111,-0.258,Thu,Oct,19,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,20,4,148,0.048,Thu,Oct,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,19,4,113,0,Thu,Oct,20,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,9,2.666,98,0.041,Thu,Oct,20,Introductory,Senior,2018,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,9,3.333,125,-0.011,Thu,Oct,20,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,18,3.235,122,-0.252,Thu,Oct,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3,121,0.22,Thu,Oct,21,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,18,3.235,122,-0.252,Fri,Oct,8,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,5,0,193,-2.054,Fri,Oct,8,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,MALE,18,4,130,0.115,Fri,Oct,8,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,11,3.076,131,0.121,Fri,Oct,9,Advanced,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,20,3.421,146,-0.157,Fri,Oct,9,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,MALE,15,3.2,30,-0.133,Fri,Oct,10,Introductory,Sophomore,2018,1,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,13,3.23,150,-0.509,Fri,Oct,10,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,3.3,128,-0.288,Fri,Oct,10,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,22,3.5,122,-0.28,Fri,Oct,10,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,3.2,130,0.054,Fri,Oct,10,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,14,2.642,126,-0.088,Fri,Oct,10,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,13,2.307,140,-0.453,Fri,Oct,11,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,14,2.5,130,0.214,Fri,Oct,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,16,3.307,109,0.307,Fri,Oct,11,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,18,4,122,0.063,Fri,Oct,12,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,21,3.5,129,-0.404,Fri,Oct,12,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,3.333,110,-0.229,Fri,Oct,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,4,127,0,Fri,Oct,12,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3.5,86,0.756,Fri,Oct,12,Advanced,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,12,2,108,-0.888,Fri,Oct,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,12,2,134,-0.701,Fri,Oct,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,10,3.625,70,-0.022,Fri,Oct,12,Introductory,Junior,2018,1,FALSE,TRUE,FALSE
Fall 2017,8,MALE,14,2.818,144,-0.59,Fri,Oct,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,13,2.8,62,-0.54,Fri,Oct,13,Introductory,Junior,2018,1,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3,121,0.22,Fri,Oct,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,12,1.75,132,-0.763,Fri,Oct,13,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,17,3.428,154.39,-0.183,Fri,Oct,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,FEMALE,12,3.75,125.36,0.644,Fri,Oct,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,8,MALE,20,2.882,143,-0.11,Fri,Oct,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,19,3.4,92,0.738,Fri,Oct,14,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,18,3.235,122,-0.252,Fri,Oct,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,14,1.642,128,-0.602,Fri,Oct,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,17,2.538,116,-0.343,Fri,Oct,14,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,15,3,103,0.282,Fri,Oct,14,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,16,3.25,123,-0.466,Fri,Oct,14,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,14,2.928,141,-0.24,Fri,Oct,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,12,1.75,132,-0.763,Fri,Oct,15,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,4,127,0,Fri,Oct,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,16,3,121,0.22,Fri,Oct,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,13,3,153,-0.431,Sun,Oct,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,3,130,-0.303,Sun,Oct,17,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,3,150,-0.279,Sun,Oct,17,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,21,3.5,149,-0.5,Sun,Oct,18,Introductory,Extended,2020,1,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,14,3.214,146,0.141,Sun,Oct,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,19,4,113,0,Sun,Oct,18,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,11,3,131,-0.505,Sun,Oct,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,16,4,37,0,Sun,Oct,18,Introductory,Sophomore,2018,1,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,13,4,118,0,Sun,Oct,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,15,2.666,160,-0.369,Sun,Oct,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,4,108,0.067,Sun,Oct,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,3.769,31,-0.073,Sun,Oct,18,Introductory,Sophomore,2018,1,FALSE,FALSE,FALSE
Fall 2017,8,MALE,19,3.842,159,0.106,Sun,Oct,18,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,3.357,167,0.272,Sun,Oct,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,12,3.75,29,-0.25,Sun,Oct,18,Advanced,Freshman,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,14,3.545,142,0.057,Sun,Oct,18,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,17,2.833,129,0.208,Sun,Oct,18,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,10,3,22,0.389,Sun,Oct,18,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,16,3,80,0.329,Sun,Oct,18,Introductory,Junior,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,13,3.769,147,0.189,Sun,Oct,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,14,4,134,0.089,Sun,Oct,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,8,FEMALE,17,4,122,0.05,Sun,Oct,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,FEMALE,16,2.812,123,-0.313,Sun,Oct,19,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,17,3.411,122,0.027,Sun,Oct,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,MALE,14,2.818,144,-0.59,Sun,Oct,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,8,FEMALE,15,2.909,130,0.049,Sun,Oct,20,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,1.6,107,-1.162,Sun,Oct,20,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,8,MALE,14,2.785,126,-1.215,Sun,Oct,21,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,9,MALE,16,3.5,156,0.347,Mon,Oct,8,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,9,MALE,9,4,121,0.059,Mon,Oct,9,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,9,MALE,18,4,130,0.115,Mon,Oct,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,9,FEMALE,10,2.5,150,-1.108,Mon,Oct,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,9,MALE,12,2.75,155,0.57,Mon,Oct,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,9,FEMALE,18,4,160,0.085,Mon,Oct,9,Advanced,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,9,MALE,18,3.166,133,0.072,Mon,Oct,10,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,9,MALE,9,3.333,125,-0.011,Mon,Oct,11,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,16,3.812,109,0.171,Mon,Oct,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,9,FEMALE,18,2.529,119,0.162,Mon,Oct,13,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,17,4,108,0.096,Mon,Oct,13,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,14,3.538,121,0.282,Mon,Oct,13,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,9,MALE,16,3.538,126,0.345,Mon,Oct,13,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,17,2,132,-0.06,Mon,Oct,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,9,MALE,9,4,121,0.059,Mon,Oct,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,9,FEMALE,12,3.416,147,-0.127,Mon,Oct,13,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,20,4,123,0.112,Mon,Oct,13,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,16,3.812,129,0.138,Mon,Oct,13,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,20,3.294,129,-0.047,Mon,Oct,14,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,12,2.75,136,-0.407,Mon,Oct,14,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,16,4,122,0.231,Mon,Oct,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,9,FEMALE,15,4,140,0,Mon,Oct,14,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
